AltitudeVariation,VehicleSpeedInstantaneous,VehicleSpeedAverage,VehicleSpeedVariance,VehicleSpeedVariation,LongitudinalAcceleration,EngineLoad,EngineCoolantTemperature,ManifoldAbsolutePressure,EngineRPM,MassAirFlow,IntakeAirTemperature,VerticalAcceleration,FuelConsumptionAverage,roadSurface,traffic,drivingStyle
2,9.90791893,24.21435524,64.36136232,-2.70216084,7.1453,27.45098114,52,100,871,5.980000019,16,17.4439,23.09222031,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,4.428539878,88.55278176,0,1.2303,24.31372643,80,102,800,6.760000229,12,-0.543,13.91247559,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.2000122,0,4.499846878,88.09526726,0,0.8436,24.70588303,80,102,801,7.730000019,11,-0.4609,13.91247559,SmoothCondition,LowCongestionCondition,AggressiveStyle
-0.7000122,53.36766052,39.14754211,226.7175334,0.9007225,-1.21,39.60784531,81,129,2319,22.45999908,17,0.629,13.80769062,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.0999756,0,19.24913622,102.090128,0,1.52,28.23529434,73,98,799,4.579999924,27,-1.09,21.95565224,SmoothCondition,LowCongestionCondition,AggressiveStyle
0,22.0676384,19.44429246,130.9054789,-0.9007225,1.06,0,81,108,1457,14.18000031,17,0.0039,16.18136597,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-3.6000366,105.1590576,68.019369,362.7094558,2.2518005,-0.5898,100,83,191,2571,52.72999954,23,0.5625,12.80374718,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.30004882,40.53239822,25.71930828,300.6078471,-0.45035935,-1.16,9.8039217,81,111,1731,16.44000053,16,0.664,13.32807064,SmoothCondition,LowCongestionCondition,AggressiveStyle
-1.7000122,34.00217819,49.4570329,80.73425075,-2.25180054,0.5625,4.313725471,80,108,1457,13.59000015,13,0.109,11.51328278,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-3.7000122,122.7230911,116.2153943,30.46434049,0,0.492,34.50980377,84,136,2462,24,17,-0.105,9.416712761,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.5,48.86405945,38.50953258,76.43459952,1.35108185,-0.1875,17.64705849,80,128,2104,22.47999954,11,0.375,18.78133202,SmoothCondition,LowCongestionCondition,EvenPaceStyle
5,38.73096085,19.57940045,377.35844,-3.15251541,7.005,0,57,105,1551,18.43000031,19,17.3398,22.95271873,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.7999878,23.19353867,28.66165999,35.43078375,-1.35107994,-0.613,18.03921509,72,103,1588,10.26000023,16,-0.16,12.82384777,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.1000366,50.44031906,19.05398048,437.7874257,0.22518158,-1.89,20.7843132,66,109,2170,15.68999958,16,0.555,12.14074802,SmoothCondition,LowCongestionCondition,AggressiveStyle
-1.59997558,38.95613861,16.34431457,104.3689789,3.82806396,-0.7265,26.66666794,82,135,1680,19.07999992,19,0.7109,16.9702816,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.0999756,11.25899982,21.24573234,30.12079924,-3.60288048,0.0586,26.66666794,71,101,854,8.619999886,9,-0.1094,17.81006622,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1.5,39.85686111,48.11721185,13.90461001,-1.12589646,0.687,0,79,102,1667,15.93000031,24,-0.344,16.72701836,SmoothCondition,LowCongestionCondition,EvenPaceStyle
4.09997559,12.83525944,18.88509552,188.4003457,-0.90072059,0.0078,15.68627453,50,104,1561,10.96000004,17,0.0664,24.58368492,SmoothCondition,LowCongestionCondition,EvenPaceStyle
7.5,93.90005493,68.12070055,384.9713213,0.67553711,6.4324,82.74510193,86,178,2300,41.83000183,18,17.8909,20.53549576,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-3.4000244,67.55399323,48.16975358,118.8880691,-0.90072631,-1.2928,26.27450943,57,114,2174,22.21999931,13,0.75,16.01346588,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,39.63167572,30.68452722,102.0615547,-1.12590027,-0.0235,21.17647171,82,108,1685,12.14999962,24,0.426,18.02835655,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.59997559,8.556839943,13.04918064,81.16819241,-4.953959467,0.1172,26.27450943,75,100,848,5.090000153,15,-0.0469,22.14146614,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,2.270564935,16.52207261,0,-0.0195,29.41176605,81,100,804,4.829999924,15,0.2109,22.90774727,SmoothCondition,HighCongestionCondition,EvenPaceStyle
2,23.19353867,31.45389238,198.3972154,5.17913819,0.1093,55.68627548,82,131,1820,28.63999939,19,-0.1445,10.14184761,SmoothCondition,LowCongestionCondition,AggressiveStyle
-0.2000122,119.120224,105.3917427,120.5702895,-0.4503555,0.371,56.86274719,83,158,2371,34.16999817,18,-0.3203,12.04957485,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.3999634,68.90507507,40.55116336,282.6754111,0.22518158,-0.0625,24.31372643,75,114,2175,16.39999962,18,0.0586,15.21777439,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.5,109.4374771,94.55307961,168.3280297,-0.225174,7.134,52.15686417,85,151,2194,27.10000038,16,17.5943,15.0027256,SmoothCondition,LowCongestionCondition,EvenPaceStyle
3.4000244,122.047554,106.9079561,30.05468871,0.2251739,-0.1484,7.450980663,85,152,2410,30.04000092,12,0.309,10.6353178,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.2000122,27.02159882,17.07614937,103.3082344,-3.15251922,-1.0116,11.76470566,72,111,1935,17.71999931,12,0.7539,18.82443237,SmoothCondition,LowCongestionCondition,AggressiveStyle
1.69995118,15.76259995,11.87449169,69.08888448,3.37770081,-0.8984,76.07843018,76,118,1257,15.15999985,19,0.598,23.00462532,SmoothCondition,LowCongestionCondition,AggressiveStyle
-1,0,31.26999534,417.0381344,0,-0.0742,25.09803963,79,101,808,7.630000114,10,0.2461,16.18187332,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.20001221,7.430940151,26.43613131,42.81170009,-3.602879049,7.8197,28.23529434,50,100,882,5.619999886,17,16.9352,23.11175728,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,48.18851852,15.29722732,395.843685,0.22518158,-0.309,0,83,109,1861,20.04000092,24,0.207,21.50051689,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.3000488,36.92951965,34.332443,529.8581864,-4.72877884,0.449,16.07843208,69,102,1059,6.860000134,14,-0.266,11.7108593,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.59997559,96.15185547,92.42888145,67.15104596,2.25180054,0.082,87.05882263,81,224,2394,53.54999924,20,-0.0039,17.16226196,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1.7999878,81.28997803,70.46257273,18.78752292,1.35108185,-0.6601,56.86274719,80,175,2580,39.06999969,16,-0.0273,17.46723747,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.19995118,47.73815918,33.73571643,190.445823,1.57625961,-0.2148,1.960784316,82,136,2056,15.77000046,17,0.1641,10.34874439,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.3999634,41.65829849,33.716951,549.3368646,-3.37770081,0.262,0,69,103,1141,11.56000042,15,-0.195,11.74993515,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1,35.8036232,29.64494628,67.13448538,-0.90071487,-0.598,6.274509907,72,104,1583,11.85000038,17,0.34,11.89655209,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,7.06314582,38.04837247,0,0.7461,27.84313774,78,100,845,5.840000153,17,-0.4141,15.58045197,SmoothCondition,NormalCongestionCondition,EvenPaceStyle
1.39996338,15.98777962,10.38455064,28.98681861,2.47698021,6.7052,23.52941132,66,112,2316,20.40999985,20,17.5793,21.53769302,SmoothCondition,HighCongestionCondition,AggressiveStyle
-3.29998779,117.0935974,117.2662346,35.53780626,-0.4503632,1.01,66.27451324,82,186,2352,44.22000122,21,-0.316,8.855699539,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,6.980579853,41.39183536,278.6742943,-2.026620388,0.41,27.05882454,80,99,863,5.329999924,15,-0.391,8.468896866,SmoothCondition,LowCongestionCondition,AggressiveStyle
3,112.3648148,114.1474913,8.385043653,0.225174,7.5353,69.41176605,84,178,2251,39.61000061,17,17.3319,10.10937977,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.40002441,26.3460598,5.190398828,88.40626251,2.25180054,-0.828,38.4313736,80,134,2144,23.48999977,20,0.4531,23.02518463,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.5999756,30.39929962,48.09094092,89.11948156,-2.02661896,0.5508,32.94117737,79,106,1276,13.89000034,13,0.0625,11.5666666,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,86.01875305,57.76242154,178.3554333,0.45035553,-0.152,29.01960754,86,128,2754,24.03000069,19,0.262,11.81309128,SmoothCondition,LowCongestionCondition,EvenPaceStyle
4.1000366,102.9072571,98.2798083,57.80390498,0.4503555,-0.3867,74.50980377,83,179,2075,37.36000061,14,-0.0586,10.60190964,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.60003662,54.71873856,44.11276118,70.82119712,0,0.043,15.68627453,81,114,2344,17.75,17,0.3125,11.06207657,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.7999878,19.14029884,21.2419792,177.4241109,1.80143928,-0.2656,50.19607925,59,109,1571,14.05000019,18,0.211,21.5153141,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.19995118,29.7237606,14.21261071,257.7621149,-1.12590027,-0.9374,78.4313736,80,121,1445,19.20000076,13,0.9335,18.9190712,SmoothCondition,LowCongestionCondition,AggressiveStyle
2,37.15470123,47.38912996,42.79833506,0,-0.0469,0,53,100,1086,8.180000305,13,0.0234,16.28276825,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.5,61.92449951,39.45528739,785.7579588,-1.35107804,0.285,0,81,108,1928,18.90999985,16,0.0508,10.43794823,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.59997559,8.782018661,4.687496831,33.17118229,8.782018661,7.1183,30.58823586,64,101,1184,9.779999733,20,17.2246,20.4551506,SmoothCondition,HighCongestionCondition,AggressiveStyle
-2.800003052,0,22.13894626,430.4675259,0,-0.0547,25.09803963,79,100,802,4.659999847,24,-0.0234,21.711483,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.2999878,14.63669968,6.943049959,77.78677773,0.4503603,-0.2148,20.3921566,79,100,1061,7,15,0.2969,24.22277069,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.5,52.46693802,10.24568967,232.7810659,3.60287857,-1.74,20.3921566,81,171,2354,39.50999832,19,1.03,10.24472713,SmoothCondition,LowCongestionCondition,AggressiveStyle
2.2000122,59.89787674,51.11961165,120.4216535,1.35107803,-0.414,16.47058868,83,118,2561,19.64999962,17,0.0586,10.12352848,SmoothCondition,LowCongestionCondition,AggressiveStyle
-3.5,114.8417969,94.75198835,138.0821127,2.2518006,0.223,63.13725662,82,170,2342,39.04999924,19,0.3086,12.28510571,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.10003662,0.67554003,26.75513594,110.1927806,-2.702159822,1.45,25.09803963,80,102,802,5.309999943,14,-0.6836,14.45579433,SmoothCondition,LowCongestionCondition,AggressiveStyle
-1.0999756,63.27557755,61.86445058,110.031856,-1.35107803,7.5278,9.019607544,82,109,1986,21.20000076,16,17.1936,9.494099617,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.5,54.94392014,22.7131552,410.2366419,-0.45035553,-0.582,13.72549057,82,114,2316,19.10000038,19,0.266,11.60500336,SmoothCondition,LowCongestionCondition,AggressiveStyle
2.09997559,18.6899395,26.77765433,34.29840071,-3.3776989,7.4924,19.2156868,50,100,1003,6.349999905,17,17.0702,23.25974655,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.40002442,0,5.149115877,39.4208726,-3.828059673,-0.5585,31.37254906,68,100,925,8.979999542,17,0.414,22.14788818,SmoothCondition,NormalCongestionCondition,EvenPaceStyle
2.09997558,34.45253754,24.21060218,441.753489,-1.12590408,-1.09,0,81,108,1432,15.14000034,18,0.555,15.17124653,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.5,2.927339792,5.839667795,41.40167308,-0.225180149,-0.191,25.49019623,81,100,801,4.880000114,16,0.133,16.62765121,SmoothCondition,HighCongestionCondition,AggressiveStyle
0.09997559,0,34.96669962,357.5206319,0,0.726,25.88235283,81,100,800,4.579999924,15,-0.289,15.28476524,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.800003052,50.44031906,53.1912674,17.97243645,-0.67554093,0.254,28.23529434,84,112,2137,17.79999924,22,0.0078,12.04730988,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.4000244,111.0137405,116.7145435,18.92364896,-0.225174,0.426,57.25490189,82,157,2242,31.65999985,18,-0.4609,10.01436996,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.7000122,42.10865784,22.4908225,180.9388197,-4.05324173,-0.832,0,45,103,1661,18.18000031,20,0.445,20.32047653,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.7000122,47.73815918,58.33287748,44.28170091,1.35108185,0.3164,49.01960754,80,123,1591,18.78000069,11,0.0234,16.11550903,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.9000244,23.41871834,35.27444598,594.032006,-2.70216179,1.1443,24.31372643,82,102,906,9.010000229,10,-0.4336,19.80922508,SmoothCondition,HighCongestionCondition,AggressiveStyle
-0.40002442,18.6899395,11.96081061,74.79756799,2.02662087,-0.758,37.64706039,65,108,1446,13.52000046,21,0.254,18.65738297,UnevenCondition,LowCongestionCondition,EvenPaceStyle
-0.7999878,58.09643555,81.0647967,174.9891014,-4.05324173,0.125,0,80,110,1819,20.04000092,19,0.1719,7.647407055,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.69995118,26.57123947,40.00697873,727.1840411,2.25180054,-0.992,36.47058868,79,119,2081,22.36000061,18,0.59,9.973258972,SmoothCondition,LowCongestionCondition,AggressiveStyle
1,26.57123947,21.68108031,410.6261765,-1.35107994,0.172,0,80,114,1723,19.57999992,19,0.1523,9.996687889,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.800003052,45.9367218,56.41134091,76.47412109,-1.35107804,0.762,36.86274719,81,110,1562,12.52999973,17,-0.113,8.118885994,SmoothCondition,LowCongestionCondition,EvenPaceStyle
4.0999756,112.5899963,112.1734141,17.81383141,2.0266189,7.095,97.2549057,85,221,2321,51.31999969,17,17.417,9.80115509,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.20001221,37.60506058,13.81854565,223.7046362,1.57625962,-1.32,69.41176605,54,123,1666,23.25,20,0.562,22.25768852,SmoothCondition,LowCongestionCondition,AggressiveStyle
-1.10003662,26.79641914,40.68627214,64.13279773,-6.07985878,0.6132,0,79,105,1099,11.68000031,9,-0.0742,18.55875397,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1.2000122,56.97053528,94.62813988,523.1545212,1.12589646,7.9131,25.09803963,82,124,2431,19.94000053,16,16.5986,9.173518181,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2.2000122,77.46192169,23.48252015,923.8863554,0.45036316,-0.3164,10.1960783,83,142,2431,29.14999962,11,0.4375,13.87879372,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.5,10.35828018,18.55858462,45.99516673,0.22518062,0.852,34.90196228,81,101,883,5.71999979,17,-0.375,18.71407509,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1.2999878,3.828059673,21.60977362,181.2164209,-2.251800061,1.1248,49.80392075,80,106,1025,11.68000031,9,-0.3594,22.2270298,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.7999878,41.65829849,25.22391226,56.17109437,1.80143738,-0.859,36.47058868,80,117,1853,16.37000084,16,0.387,16.14952278,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.59997558,80.38925171,84.34491889,88.92525629,-4.05324554,7.6912,0,80,111,1921,22.17000008,17,16.9273,17.85985565,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.2999878,52.91730118,24.37948717,185.4600828,0.90072251,-1.742,40,47,125,2277,23.73999977,15,1.1327,23.35608292,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-7.09997558,103.1324463,112.0983538,17.51934307,0.4503708,0.941,27.05882454,81,118,2059,15.85999966,16,-0.6171,8.188883781,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,16.29927837,240.6303404,0,0.2188,27.84313774,83,100,795,4.849999905,18,0.1836,16.43746948,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,22.77695645,454.820756,0,0.0703,24.70588303,79,101,802,7.730000019,10,0.1914,17.39614677,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-5,99.07919312,49.60715307,328.4054238,3.82805634,-0.629,78.8235321,85,195,2487,47.70000076,21,0.289,15.33592129,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,54.26837921,44.38297683,204.7951201,1.12590027,-0.137,40.7843132,84,144,2389,24.27000046,24,0.168,12.81141281,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,3.46401885,41.53097241,0,-0.211,30.58823586,79,100,804,4.559999943,20,0.105,19.06616211,SmoothCondition,HighCongestionCondition,EvenPaceStyle
-1.10003662,57.19572067,40.06702697,299.1137841,0.45036316,-0.5859,12.54901981,81,130,2268,25,10,0.3789,16.92186928,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1.1999512,108.0863953,109.8277891,79.59448613,2.9273377,0.398,53.72549057,81,176,2374,56.70999908,20,-0.105,11.53111267,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.5,51.56622314,32.33584709,704.4274127,-5.17913437,0.867,0,82,106,1182,15.46000004,12,-0.1367,20.45457458,SmoothCondition,HighCongestionCondition,EvenPaceStyle
1.70001221,114.1662521,107.2494788,24.99565505,-0.4503632,-0.2031,50.98039246,83,160,2299,37.38000107,17,1.1601,7.727973461,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.79998779,35.12807465,36.60676084,145.6747577,0,-0.3203,39.2156868,79,119,1571,18.43000031,11,0.3945,18.65351486,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.20001221,24.09425926,9.622691671,133.2414644,-2.02662087,0.8047,0,80,111,1675,16.73999977,15,-0.1602,21.60513878,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.29998779,113.2655411,107.1519009,23.85732043,0.6755448,-0.125,82.74510193,83,205,2299,46.75999832,19,0.9882,7.744419098,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1.89996338,93.4496994,86.6267437,128.1578326,-0.90071869,0.1836,21.17647171,82,115,2247,18.02000046,14,-0.168,14.26265526,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.7999878,5.854679585,44.90839682,272.3831087,-3.602880001,1.23,24.70588303,81,100,854,6.610000134,13,-0.539,14.58122158,SmoothCondition,LowCongestionCondition,AggressiveStyle
-2,28.14749908,22.97211238,46.99072484,-2.25180054,0.953,0,82,113,1978,20.56999969,19,-0.168,17.56966019,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.7999878,0,20.43883746,115.5949089,0,0.5,26.27450943,75,101,802,7.869999886,10,0.0117,22.07177925,SmoothCondition,LowCongestionCondition,AggressiveStyle
-0.7000122,84.21731567,105.4142615,85.76962579,-0.22518158,1.4,0,79,111,1636,18.35000038,17,-0.3711,7.735253811,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,15.53741932,25.3702795,247.6614311,-5.17914104,1,22.35294151,81,100,877,5.329999924,19,-0.48,20.33405685,SmoothCondition,LowCongestionCondition,AggressiveStyle
2.5,76.78637695,23.4487431,571.8376149,1.12590027,-1.3593,29.01960754,83,151,2402,35.45000076,12,0.957,19.9854641,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.7999878,78.1374588,35.77734781,469.0721752,1.80143738,6.0385,50.98039246,79,155,2450,26.68000031,18,17.3788,22.92287445,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.09997558,25.22015953,22.55928229,310.6981725,1.35107994,0.386,26.27450943,57,105,1834,14.27000046,18,-0.184,20.84417915,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.09997559,15.08705902,21.21570849,268.384596,2.02661896,0.8046,47.05882263,80,110,1179,13.67000008,10,-0.2656,20.74455261,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,9.630197533,258.4226104,0,0.1992,29.80392265,83,100,797,4.699999809,18,0.0664,16.43746948,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.7000122,113.490715,107.9400308,13.37749295,0.2251739,7.251,58.8235321,84,165,2277,35.61999893,16,17.6734,12.11043644,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.29998779,3.602880001,7.325855686,38.2606478,0.225180149,0.2656,36.07843018,40,99,845,5.980000019,17,0.039,32.95549774,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1,40.08203888,22.85952253,150.3863411,-0.22518158,-0.551,0,82,108,1649,15.18999958,16,0.363,14.55430508,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,9.457559586,22.2590423,224.921335,9.457559586,-0.0195,36.47058868,82,117,2063,15.52000046,27,0.0508,17.16832542,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.5999756,39.63167572,17.50023821,142.7608289,2.92733765,-0.105,52.15686417,74,142,1850,24.85000038,29,0.0898,22.44373703,SmoothCondition,LowCongestionCondition,AggressiveStyle
-1.2000122,57.19572067,56.53143768,33.00089902,-0.22517777,-0.3398,19.2156868,80,137,1786,18.70999908,11,0.4023,15.99706554,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.10003662,67.55399323,26.25974003,356.626817,2.02661896,6.093,49.01960754,77,133,2130,26.01000023,18,17.5753,23.25286484,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,42.10865784,58.76447226,29.77727358,-2.47698211,0.949,12.54901981,83,106,956,13.59000015,22,-0.637,14.26451206,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.4000244,52.6921196,30.63573807,605.4427558,-2.25180054,-0.344,0,69,107,1570,16.95000076,17,0.125,11.78616524,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.79998779,37.60506058,72.56425305,868.1106833,-5.17913818,0.691,0,80,113,1452,13.18999958,17,-0.1328,7.706747055,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.2999878,14.63669968,18.92262549,96.99628055,2.02661991,1.43,76.07843018,81,109,1219,11.72999954,19,-0.0117,17.38948822,SmoothCondition,LowCongestionCondition,AggressiveStyle
-0.0999756,66.20291901,41.11411363,253.9139402,0.45036316,-0.996,0,58,111,2094,16.61000061,17,0.555,15.61814022,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1,40.75757599,26.57123909,474.6153103,2.4769783,-1.3358,77.2549057,80,156,1940,26.15999985,20,0.9453,11.93387794,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.39996338,13.51079941,0.896966974,9.531859732,0.67553997,0.4023,52.94117737,79,106,1074,11.52000046,14,-0.0234,22.16436958,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,23.06593718,312.3893049,0,7.8545,27.84313774,63,100,800,4.78000021,17,16.8851,20.16784096,SmoothCondition,LowCongestionCondition,EvenPaceStyle
6.90002442,97.50293732,73.7539533,292.5797386,-0.22518158,6.3855,45.88235474,86,154,2374,32.52999878,16,17.6981,20.10359001,SmoothCondition,LowCongestionCondition,EvenPaceStyle
1.20001221,50.44031906,14.72677163,200.9354505,2.25180054,6.2952,28.23529434,55,126,2191,29.51000023,20,17.5208,24.03237152,SmoothCondition,LowCongestionCondition,AggressiveStyle
-0.7000122,6.305039883,11.73187756,217.2103595,-3.377700328,0.6796,25.09803963,81,100,852,5.170000076,17,-0.0156,16.33137894,SmoothCondition,LowCongestionCondition,AggressiveStyle
-1,27.2467804,40.47610387,230.2184806,-1.12589836,-0.309,14.50980377,69,106,1985,14.01000023,16,0.211,12.09005451,SmoothCondition,LowCongestionCondition,AggressiveStyle
-0.60003662,7.656119347,31.88923988,142.6611409,0,1.0312,23.92156982,81,102,849,8.210000038,9,-0.1367,18.49975586,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.5999756,54.04319763,59.2148318,71.78763565,0.22517776,0.4219,26.66666794,78,111,1717,19.04999924,14,-0.3633,15.35255241,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.2000122,7.656119347,14.56914556,50.68592,-1.801440239,0.6249,32.54901886,81,113,1299,15.15999985,14,-0.1016,24.79892349,SmoothCondition,LowCongestionCondition,AggressiveStyle
1.29998779,37.15470123,47.12266669,665.7836892,2.02662658,-0.586,50.58823776,80,132,1631,21.92000008,11,0.5429,14.76196194,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.70001221,29.04821777,16.89225272,389.1876792,7.43093681,-0.8242,0,79,131,2440,40.79000092,15,0.6015,17.3661499,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,52.46693802,45.26493179,229.391483,-0.9007225,-0.305,19.6078434,84,112,2230,15.78999996,22,0.285,13.06243324,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0,0,0,0,0,-0.1328,39.2156868,64,99,799,5.309999943,17,0.215,20.05983925,SmoothCondition,NormalCongestionCondition,EvenPaceStyle
-1.2999878,0,16.76840324,82.89914235,0,0.434,35.29411697,43,99,825,5.170000076,17,-0.203,25.74895668,SmoothCondition,LowCongestionCondition,AggressiveStyle
0.2000122,25.4453373,42.31132099,213.2810809,0.90071869,0.488,20.3921566,79,105,1778,11.15999985,15,-0.0938,13.795784,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.29998779,34.22735977,36.25022516,539.2396565,0.9007225,-0.8515,2.352941275,80,120,1759,19.07999992,18,0.625,8.804933548,SmoothCondition,LowCongestionCondition,AggressiveStyle
-1.10003662,52.46693802,43.72244862,173.0161343,0.45035935,0.0469,19.2156868,80,113,2282,16.82999992,16,0.1406,8.752462387,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.4000244,40.53239822,46.289501,58.41225435,2.92733764,-0.4335,80.78431702,53,142,1792,30.19000053,16,0.25,16.26306534,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1,39.18132019,43.76373123,718.6760024,-2.4769783,0.805,22.35294151,79,104,977,6.590000153,12,-0.109,10.45237637,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-1.10003662,11.93453979,38.31062314,129.5779132,3.152521129,0.8398,1.176470637,79,118,938,5.889999866,10,-0.1953,18.47400856,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-2.800003052,66.20291901,60.86615238,237.7911689,1.35108185,0.312,76.07843018,85,192,2154,42.56000137,22,0.129,11.85876846,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-0.79998779,18.23958015,21.69609221,81.6209336,0.22517967,-0.328,14.11764717,79,100,1286,11.56000042,20,0.164,20.04818916,SmoothCondition,LowCongestionCondition,EvenPaceStyle
-3.69995118,20.26619911,16.83595766,43.19529455,-0.22517967,0.7578,29.80392265,81,111,1613,16.07999992,13,-0.1562,24.10935593,SmoothCondition,LowCongestionCondition,EvenPaceStyle
0.89996338,16.88849831,11.66807662,107.8998375,3.3776989,0.1835,45.09804153,74,109,1380,9.880000114,19,0.141,23.53339005,SmoothCondition,NormalCongestionCondition,EvenPaceStyle
0.59997559,11.0338192,21.81994129,210.3573126,1.12590027,-0.168,23.92156982,60,100,1574,10.69999981,20,0.16,18.36399269,SmoothCondition,LowCongestionCondition,EvenPaceStyle
